state,district,period,enrolment_count,demographic_update_count,biometric_update_count,UIS,total_updates,rolling_updates,historical_avg,RIS,BSS,period_dt,TSD,TSD_raw,TSD_norm
Bihar,Saran,2025-06,352,1012.0,632.0,0.00018068221383630106,1644.0,1583.3333333333333,11318.461538461539,0.0117827575042035,0.3844282238442822,2025-06-01,-0.32670371025266554,-0.32670371025266554,0.19509138311085422
Bihar,Saran,2025-07,56,474.0,67.0,0.00037373648054912323,541.0,1000.3333333333334,11318.461538461539,0.007444222162129411,0.12384473197781885,2025-07-01,-0.3639516946470502,-0.3639516946470502,0.18688367924493093
Bihar,Saran,2025-08,294,1574.0,476.0,0.0002697508265560083,2050.0,1411.6666666666667,11318.461538461539,0.01050525853269512,0.23219512195121952,2025-08-01,-0.31299321010387116,-0.31299321010387116,0.19811253249395924
Bihar,Saran,2025-09,285,2441.0,736.0,0.00043124950369656973,3177.0,1922.6666666666667,11318.461538461539,0.01430798848089385,0.23166509285489456,2025-09-01,-0.27493475279428686,-0.27493475279428686,0.20649882647119905
Bihar,Saran,2025-10,297,1489.0,896.0,0.0003106620383884495,2385.0,2537.3333333333335,11318.461538461539,0.01888217897305201,0.3756813417190776,2025-10-01,-0.3016803589958758,-0.3016803589958758,0.2006053527977528
Bihar,Saran,2025-11,315,587.0,671.0,0.00015449923763591604,1258.0,2273.3333333333335,11318.461538461539,0.016917559195509028,0.5333863275039745,2025-11-01,-0.33973881630546016,-0.33973881630546016,0.19221905882051296
Bihar,Saran,2025-12,322,1132.0,706.0,0.0002208238049503459,1838.0,1827.0,11318.461538461539,0.013596061869587239,0.38411316648531013,2025-12-01,-0.32015238752146824,-0.32015238752146824,0.196534986510663
Bihar,Saran,NaT,6852,16151.0,3574.0,0.00011136684363634442,19725.0,7607.0,11318.461538461539,0.056609328211248006,0.181191381495564,,0.2838863222358831,0.2838863222358831,0.3296367082239627
Bihar,Sheikhpura,2025-01,49,3548.0,24084.0,0.02181586782262133,27632.0,27632.0,2883.5384615384614,0.8071394154017485,0.871598147075854,2025-01-01,3.2932009927864856,3.2932009927864856,0.9927481236964567
Bihar,Sheikhpura,2025-02,77,267.0,82.0,0.00017534401843272593,349.0,13990.5,2883.5384615384614,0.40866690761356983,0.2349570200573066,2025-02-01,-0.33726316946297175,-0.33726316946297175,0.19276457494682495
Bihar,Sheikhpura,2025-03,62,240.0,241.0,0.0003001301603980437,481.0,9487.333333333334,2883.5384615384614,0.2771279921970248,0.501039501039501,2025-03-01,-0.319698339003824,-0.319698339003824,0.19663503744856417
Bihar,Sheikhpura,2025-04,42,585.0,241.0,0.0007608289166569952,826.0,552.0,2883.5384615384614,0.01612409370663597,0.2917675544794189,2025-04-01,-0.2737902593946878,-0.2737902593946878,0.20675101898720077
Bihar,Sheikhpura,2025-05,7,4.0,11.0,8.289903450257816e-05,15.0,440.6666666666667,2883.5384615384614,0.012872012004935238,0.7333333333333333,2025-05-01,-0.3817075132005123,-0.3817075132005123,0.18297113194999992
Bihar,Sheikhpura,2025-06,51,157.0,304.0,0.00034969305142460095,461.0,434.0,2883.5384615384614,0.012677276573695674,0.6594360086767896,2025-06-01,-0.3223596769521797,-0.3223596769521797,0.19604860373617944
Bihar,Sheikhpura,2025-07,7,39.0,21.0,0.0003315961380103126,60.0,178.66666666666666,2883.5384615384614,0.005218909557220338,0.35,2025-07-01,-0.37571950281671196,-0.37571950281671196,0.18429060780286555
Bihar,Sheikhpura,2025-08,56,334.0,366.0,0.00048357770126503926,700.0,407.0,2883.5384615384614,0.011888598077175435,0.5228571428571429,2025-08-01,-0.29055668846932886,-0.29055668846932886,0.20305648659917697
Bihar,Sheikhpura,2025-09,69,429.0,403.0,0.00046647727240871036,832.0,530.6666666666666,2883.5384615384614,0.015500940326669363,0.484375,2025-09-01,-0.2729918580101811,-0.2729918580101811,0.2069269491009162
Bihar,Sheikhpura,2025-10,64,334.0,514.0,0.0005125923633409416,848.0,793.3333333333334,2883.5384615384614,0.02317351631750822,0.6061320754716981,2025-10-01,-0.2708627876514965,-0.2708627876514965,0.207396096070824
Bihar,Sheikhpura,2025-11,63,162.0,312.0,0.00029106772114238555,474.0,718.0,2883.5384615384614,0.020973005944501136,0.6582278481012658,2025-11-01,-0.3206298072857485,-0.3206298072857485,0.1964297856492295
Bihar,Sheikhpura,2025-12,85,182.0,307.0,0.000222559525570451,489.0,603.6666666666666,2883.5384615384614,0.017633293298742598,0.6278118609406953,2025-12-01,-0.3186338038244817,-0.3186338038244817,0.19686961093351807
Bihar,Sheikhpura,NaT,1166,2874.0,1445.0,0.00014329825672478247,4319.0,1760.6666666666667,2883.5384615384614,0.05142962739036908,0.3345681870803427,,0.19101241328563892,0.19101241328563892,0.3091716668551942
Bihar,Sheikpura,2025-01,2,4.0,2.0,0.00011605864830360942,6.0,6.0,11.666666666666666,0.04331780530484635,0.3333333333333333,2025-01-01,-0.46727284379363726,-0.46727284379363726,0.16411655750478324
Bihar,Sheikpura,2025-02,2,4.0,1.0,9.671554025300786e-05,5.0,5.5,11.666666666666666,0.039707988196109156,0.2,2025-02-01,-0.5497327574042792,-0.5497327574042792,0.14594627090458276
Bihar,Sheikpura,2025-04,1,2.0,2.0,0.00015474486440481257,4.0,5.0,11.666666666666666,0.036098171087371955,0.5,2025-04-01,-0.632192671014921,-0.632192671014921,0.1277759843043823
Bihar,Sheikpura,2025-09,1,0.0,5.0,0.0001934310805060157,5.0,4.666666666666667,11.666666666666666,0.03369162634821383,1.0,2025-09-01,-0.5497327574042792,-0.5497327574042792,0.14594627090458276
Bihar,Sheikpura,2025-10,2,4.0,11.0,0.0002901466207590236,15.0,8.0,11.666666666666666,0.05775707373979513,0.7333333333333333,2025-10-01,0.27486637870213965,0.27486637870213965,0.32764913690658753
Bihar,Sheikpura,NaT,5,26.0,9.0,0.000270803512708422,35.0,18.333333333333332,11.666666666666666,0.13235996065369715,0.2571428571428571,,1.9240646509149775,1.9240646509149775,0.691054868910597
Bihar,Sheohar,2025-01,44,2115.0,21170.0,0.020472921407193527,23285.0,23285.0,2353.3846153846152,0.8333843036000578,0.9091689929138931,2025-01-01,3.292087681986179,3.292087681986179,0.9925028023587193
Bihar,Sheohar,2025-02,41,262.0,71.0,0.0003142075600414791,333.0,11809.0,2353.3846153846152,0.4226512880057153,0.2132132132132132,2025-02-01,-0.31776254163693124,-0.31776254163693124,0.19706159614134233
Bihar,Sheohar,2025-03,56,423.0,165.0,0.000406205269062633,588.0,8068.666666666667,2353.3846153846152,0.2887824844741679,0.28061224489795916,2025-03-01,-0.2776565897798428,-0.2776565897798428,0.20589906161648308
Bihar,Sheohar,2025-04,21,127.0,89.0,0.0003979153656123752,216.0,379.0,2353.3846153846152,0.013564640372103151,0.41203703703703703,2025-04-01,-0.33616409601841885,-0.33616409601841885,0.1930067590409836
Bihar,Sheohar,2025-05,19,185.0,52.0,0.0004825596429465865,237.0,347.0,2353.3846153846152,0.012419340921160404,0.21940928270042195,2025-05-01,-0.3328612529243057,-0.3328612529243057,0.19373455031540696
Bihar,Sheohar,2025-06,35,91.0,98.0,0.00020890556694649697,189.0,214.0,2353.3846153846152,0.007659190078179615,0.5185185185185185,2025-06-01,-0.34041060856799293,-0.34041060856799293,0.19207102740243928
Bihar,Sheohar,2025-07,7,91.0,4.0,0.0005250272185163284,95.0,173.66666666666666,2353.3846153846152,0.006215635561887195,0.042105263157894736,2025-07-01,-0.3551947633702138,-0.3551947633702138,0.18881329503121094
Bihar,Sheohar,2025-08,58,197.0,78.0,0.00018342602461777352,275.0,186.33333333333334,2353.3846153846152,0.0066689832612187,0.28363636363636363,2025-08-01,-0.3268846797063866,-0.3268846797063866,0.1950515059548397
Bihar,Sheohar,2025-09,52,516.0,221.0,0.0005483027166651291,737.0,369.0,2353.3846153846152,0.013206734293683542,0.29986431478968795,2025-09-01,-0.2542221316358971,-0.2542221316358971,0.2110629139921536
Bihar,Sheohar,2025-10,51,213.0,287.0,0.00037927662844316806,500.0,504.0,2353.3846153846152,0.018038466352348254,0.574,2025-10-01,-0.2914970751266028,-0.2914970751266028,0.20284926960937566
Bihar,Sheohar,2025-11,44,113.0,147.0,0.00022860036787074583,260.0,499.0,2353.3846153846152,0.01785951331313845,0.5653846153846154,2025-11-01,-0.3292438533450389,-0.3292438533450389,0.19453165504453732
Bihar,Sheohar,2025-12,53,42.0,186.0,0.0001664237220957418,228.0,329.3333333333333,2353.3846153846152,0.011787040182619096,0.8157894736842105,2025-12-01,-0.33427675710749705,-0.33427675710749705,0.19342263976922552
Bihar,Sheohar,NaT,922,2788.0,863.0,0.00015319238067840852,3651.0,1379.6666666666667,2353.3846153846152,0.04937910861929195,0.23637359627499316,,0.20408666723294858,0.20408666723294858,0.31205261750023294
Bihar,Sitamarhi,2025-01,26099,22812.0,120894.0,0.0002130135779546917,143706.0,143706.0,13765.615384615385,0.8793084654623476,0.8412592376101207,2025-01-01,3.3100801301787417,3.3100801301787417,0.9964674916966418
Bihar,Sitamarhi,2025-02,250,386.0,488.0,0.0001352470114898062,874.0,72290.0,13765.615384615385,0.44232814891704675,0.5583524027459954,2025-02-01,-0.3283989042885261,-0.3283989042885261,0.19471784207587356
Bihar,Sitamarhi,2025-03,275,1043.0,712.0,0.0002468883973004055,1755.0,48778.333333333336,13765.615384615385,0.29846493139565655,0.4056980056980057,2025-03-01,-0.30595645421175294,-0.30595645421175294,0.1996631025309249
Bihar,Sitamarhi,2025-04,184,1526.0,623.0,0.00045182977392111713,2149.0,1592.6666666666667,13765.615384615385,0.009745210935240695,0.2899022801302932,2025-04-01,-0.2959197625769645,-0.2959197625769645,0.20187471730877987
Bihar,Sitamarhi,2025-05,76,1021.0,156.0,0.0005991273204094223,1177.0,1693.6666666666667,13765.615384615385,0.010363209870648381,0.13254035683942225,2025-05-01,-0.32068033178766087,-0.32068033178766087,0.19641865242534068
Bihar,Sitamarhi,2025-06,238,586.0,517.0,0.00017928948050263474,1103.0,1476.3333333333333,13765.615384615385,0.009033390379276064,0.46872166817769717,2025-06-01,-0.32256539569876325,-0.32256539569876325,0.19600327300005826
Bihar,Sitamarhi,2025-07,48,234.0,84.0,0.0002562961816704708,318.0,866.0,13765.615384615385,0.005298881961020369,0.2641509433962264,2025-07-01,-0.3425623574584306,-0.3425623574584306,0.19159688315077866
Bihar,Sitamarhi,2025-08,211,2435.0,539.0,0.00054527396533165,2974.0,1465.0,13765.615384615385,0.008964043964081802,0.1812373907195696,2025-08-01,-0.27490384735183643,-0.27490384735183643,0.20650563657713106
Bihar,Sitamarhi,2025-09,946,2333.0,973.0,0.00013519728375325325,3306.0,2199.3333333333335,13765.615384615385,0.013457283748580599,0.294313369630974,2025-09-01,-0.2664465335885121,-0.2664465335885121,0.2083692307554251
Bihar,Sitamarhi,2025-10,233,905.0,1001.0,0.00031646320982357595,1906.0,2728.6666666666665,13765.615384615385,0.016696169258242008,0.525183630640084,2025-10-01,-0.30210990487963857,-0.30210990487963857,0.2005107010879201
Bihar,Sitamarhi,2025-11,253,532.0,719.0,0.0001912903412751191,1251.0,2154.3333333333335,13765.615384615385,0.013181937688250442,0.574740207833733,2025-11-01,-0.3187952678765585,-0.3187952678765585,0.1968340318506231
Bihar,Sitamarhi,2025-12,246,1332.0,874.0,0.00034691785658233384,2206.0,1787.6666666666667,13765.615384615385,0.010938377196671378,0.39619220308250225,2025-12-01,-0.2944677538886829,-0.2944677538886829,0.20219467173095687
Bihar,Sitamarhi,NaT,5219,12067.0,4161.0,0.00012029122722558431,16228.0,6561.666666666667,13765.615384615385,0.04014953479703078,0.2564086763618437,,0.06272638342858512,0.06272638342858512,0.2809034595864963
Bihar,Siwan,2025-01,2025,12981.0,79027.0,0.0017577488252046908,92008.0,92008.0,9300.846153846154,0.8332304141394072,0.8589144422224154,2025-01-01,3.293245934081659,3.293245934081659,0.9927580266441767
Bihar,Siwan,2025-02,272,478.0,425.0,0.00012843254830656779,903.0,46455.5,9300.846153846154,0.4207040203466354,0.4706533776301218,2025-02-01,-0.33438670556408284,-0.33438670556408284,0.19339841230062974
Bihar,Siwan,2025-03,251,1091.0,607.0,0.00026170993999937423,1698.0,31536.333333333332,9300.846153846154,0.2855950795992927,0.3574793875147232,2025-03-01,-0.3027312755819922,-0.3027312755819922,0.2003737802102189
Bihar,Siwan,2025-04,220,1245.0,575.0,0.0003200405150190442,1820.0,1473.6666666666667,9300.846153846154,0.013345620891336694,0.3159340659340659,2025-04-01,-0.29787346116964625,-0.29787346116964625,0.20144421402779106
Bihar,Siwan,2025-05,47,496.0,114.0,0.0005020976983347642,610.0,1376.0,9300.846153846154,0.012461145224935051,0.18688524590163935,2025-05-01,-0.34605342378389736,-0.34605342378389736,0.1908276163289195
Bihar,Siwan,2025-06,243,600.0,549.0,0.00018292371316988644,1149.0,1193.0,9300.846153846154,0.01080388535853744,0.47780678851174935,2025-06-01,-0.3245914404375491,-0.3245914404375491,0.1955568280311441
Bihar,Siwan,2025-07,14,186.0,36.0,0.0006134528553190784,222.0,660.3333333333334,9300.846153846154,0.005980021485125082,0.16216216216216217,2025-07-01,-0.3615028663411944,-0.3615028663411944,0.18742328582713264
Bihar,Siwan,2025-08,289,1332.0,554.0,0.0002524643722036994,1886.0,1085.6666666666667,9300.846153846154,0.009831867731980007,0.29374337221633084,2025-08-01,-0.2952454632088689,-0.2952454632088689,0.20202330117500225
Bihar,Siwan,2025-09,280,1236.0,656.0,0.0002614082887981298,1892.0,1333.3333333333333,9300.846153846154,0.012074753124937065,0.346723044397463,2025-09-01,-0.2950065543033437,-0.2950065543033437,0.20207594546111232
Bihar,Siwan,2025-10,239,1458.0,576.0,0.00032923750439266605,2034.0,1937.3333333333333,9300.846153846154,0.017544616290533558,0.2831858407079646,2025-10-01,-0.28935237687258036,-0.28935237687258036,0.20332186023238488
Bihar,Siwan,2025-11,200,599.0,599.0,0.00023173043444620683,1198.0,1708.0,9300.846153846154,0.015467758753044382,0.5,2025-11-01,-0.32264035104242655,-0.32264035104242655,0.19598675636771
Bihar,Siwan,2025-12,205,622.0,554.0,0.0002219267811464141,1176.0,1469.3333333333333,9300.846153846154,0.013306377943680645,0.4710884353741497,2025-12-01,-0.32351635036268567,-0.32351635036268567,0.1957937273186396
Bihar,Siwan,NaT,4201,11418.0,2897.0,0.0001318241331798912,14315.0,5563.0,9300.846153846154,0.05037888872551867,0.20237513098148796,,0.19965433458660803,0.19965433458660803,0.31107593985208853
Bihar,Supaul,2025-01,144,9666.0,74069.0,0.022495766008571144,83735.0,83735.0,8273.923076923076,0.8524276531335685,0.8845643995939572,2025-01-01,3.2997455595271097,3.2997455595271097,0.9941902383936995
Bihar,Supaul,2025-02,186,324.0,296.0,0.00012895405367067714,620.0,42177.5,8273.923076923076,0.4293696463849177,0.4774193548387097,2025-02-01,-0.3346890836422107,-0.3346890836422107,0.1933317823940409
Bihar,Supaul,2025-03,130,886.0,418.0,0.00038805250612283765,1304.0,28553.0,8273.923076923076,0.29067136537795163,0.3205521472392638,2025-03-01,-0.3047792804065997,-0.3047792804065997,0.19992249627124437
Bihar,Supaul,2025-04,82,978.0,470.0,0.0006831419623724653,1448.0,1124.0,8273.923076923076,0.0114423918567162,0.324585635359116,2025-04-01,-0.2984824797254184,-0.2984824797254184,0.20131001498223455
Bihar,Supaul,2025-05,33,694.0,82.0,0.000909712233167686,776.0,1176.0,8273.923076923076,0.011971755181048264,0.1056701030927835,2025-05-01,-0.32786754957093106,-0.32786754957093106,0.19483492766428026
Bihar,Supaul,2025-06,91,485.0,325.0,0.0003443498356260939,810.0,1011.3333333333334,8273.923076923076,0.010295437987330056,0.4012345679012346,2025-06-01,-0.32638080496565214,-0.32638080496565214,0.19516253624881963
Bihar,Supaul,2025-07,9,341.0,16.0,0.001534553238681058,357.0,647.6666666666666,8273.923076923076,0.006593288071648746,0.04481792717086835,2025-07-01,-0.34618949044186825,-0.34618949044186825,0.19079763363716293
Bihar,Supaul,2025-08,94,1434.0,405.0,0.0007568505469160912,1839.0,1002.0,8273.923076923076,0.010200424057321736,0.22022838499184338,2025-08-01,-0.2813849167647109,-0.2813849167647109,0.20507751370443714
Bihar,Supaul,2025-09,166,1072.0,561.0,0.0003805698246582213,1633.0,1276.3333333333333,8273.923076923076,0.0129931549286377,0.34353949785670546,2025-09-01,-0.29039283996140075,-0.29039283996140075,0.2030925911039928
Bihar,Supaul,2025-10,139,780.0,481.0,0.0003509591259253033,1261.0,1577.6666666666667,8273.923076923076,0.01606074752604916,0.38144329896907214,2025-10-01,-0.3066595750544524,-0.3066595750544524,0.19950816776726812
Bihar,Supaul,2025-11,106,169.0,446.0,0.00022445304624754654,615.0,1169.6666666666667,8273.923076923076,0.011907281442828333,0.7252032520325203,2025-11-01,-0.33490772255475176,-0.33490772255475176,0.1932836046610204
Bihar,Supaul,2025-12,91,856.0,532.0,0.0005900710763568128,1388.0,1088.0,8273.923076923076,0.011075909555255538,0.38328530259365995,2025-12-01,-0.30110614667591057,-0.30110614667591057,0.20073188218598864
Bihar,Supaul,NaT,3671,9572.0,2203.0,0.0001240888571483702,11775.0,4592.666666666667,8273.923076923076,0.04675364027337954,0.18709129511677283,,0.15309433023679747,0.15309433023679747,0.3008163047627612
Bihar,Vaishali,2025-01,775,11722.0,112304.0,0.006191092436345575,124026.0,124026.0,12158.384615384615,0.8592090523637752,0.9054875590601971,2025-01-01,3.303011872937893,3.303011872937893,0.9949099802440275
Bihar,Vaishali,2025-02,302,786.0,470.0,0.00016089366696394418,1256.0,62641.0,12158.384615384615,0.43395509207036626,0.37420382165605093,2025-02-01,-0.32190465224579357,-0.32190465224579357,0.19614886978016594
Bihar,Vaishali,2025-03,315,1415.0,812.0,0.00027350540716628377,2227.0,42503.0,12158.384615384615,0.29444602222612626,0.3646160754378087,2025-03-01,-0.2932348310683613,-0.2932348310683613,0.2024663499321608
Bihar,Vaishali,2025-04,234,1135.0,813.0,0.00032205448275702446,1948.0,1810.3333333333333,12158.384615384615,0.012541360584037924,0.4173511293634497,2025-04-01,-0.30147260666929193,-0.30147260666929193,0.20065113163926013
Bihar,Vaishali,2025-05,146,1018.0,262.0,0.00033916682609273985,1280.0,1818.3333333333333,12158.384615384615,0.012596781805547207,0.2046875,2025-05-01,-0.321196026387649,-0.321196026387649,0.19630501759030794
Bihar,Vaishali,2025-06,281,899.0,729.0,0.00022413224132654348,1628.0,1618.6666666666667,12158.384615384615,0.011213560485378046,0.4477886977886978,2025-06-01,-0.3109209514445528,-0.3109209514445528,0.19856916083736686
Bihar,Vaishali,2025-07,37,416.0,53.0,0.0004903739284179533,469.0,1125.6666666666667,12158.384615384615,0.007798227709868546,0.11300639658848614,2025-07-01,-0.3451416751774508,-0.3451416751774508,0.19102852283925972
Bihar,Vaishali,2025-08,323,701.0,585.0,0.0001540262350035518,1286.0,1127.6666666666667,12158.384615384615,0.007812083015245867,0.4548989113530327,2025-08-01,-0.32101886992311285,-0.32101886992311285,0.19634405454284343
Bihar,Vaishali,2025-09,320,1221.0,841.0,0.00024928430500212773,2062.0,1272.3333333333333,12158.384615384615,0.008814283437538714,0.40785645004849663,2025-09-01,-0.2981066338431052,-0.2981066338431052,0.20139283373743458
Bihar,Vaishali,2025-10,334,1514.0,910.0,0.0002807646342195102,2424.0,1924.0,12158.384615384615,0.013328803772982307,0.37541254125412543,2025-10-01,-0.28741819381609135,-0.28741819381609135,0.20374806320707634
Bihar,Vaishali,2025-11,300,462.0,774.0,0.00015938721033695696,1236.0,1907.3333333333333,12158.384615384615,0.013213342894837967,0.6262135922330098,2025-11-01,-0.3224951737942474,-0.3224951737942474,0.19601874660504762
Bihar,Vaishali,2025-12,379,741.0,951.0,0.00017270996739640032,1692.0,1784.0,12158.384615384615,0.012358932396569872,0.5620567375886525,2025-12-01,-0.3090312824895006,-0.3090312824895006,0.1989855549977455
Bihar,Vaishali,NaT,6068,12605.0,3920.0,0.00010535427176538924,16525.0,6484.333333333333,12158.384615384615,0.0449212092508359,0.2372163388804841,,0.12892902392126437,0.12892902392126437,0.2954914078242541
Bihar,West Champaran,2025-01,11983,22165.0,108356.0,0.00042137725208588294,130521.0,130521.0,13957.23076923077,0.7876678467424909,0.830180583967331,2025-01-01,3.267760536575216,3.267760536575216,0.9871422436954017
Bihar,West Champaran,2025-02,413,633.0,383.0,9.516996503346825e-05,1016.0,65768.5,13957.23076923077,0.39689960066566693,0.37696850393700787,2025-02-01,-0.36279577677934494,-0.36279577677934494,0.18713838917637315
Bihar,West Champaran,2025-03,368,2180.0,642.0,0.00029666440716737846,2822.0,44786.333333333336,13957.23076923077,0.2702764669299049,0.22749822820694543,2025-03-01,-0.31216618948990954,-0.31216618948990954,0.19829476893979053
Bihar,West Champaran,2025-04,327,2438.0,716.0,0.00037313861034616116,3154.0,2330.6666666666665,13957.23076923077,0.01406510212768698,0.2270133164235891,2025-04-01,-0.3028588677955061,-0.3028588677955061,0.20034566488743977
Bihar,West Champaran,2025-05,146,1259.0,120.0,0.00036539926029835023,1379.0,2451.6666666666665,13957.23076923077,0.014795312664350363,0.08701957940536621,2025-05-01,-0.3526193979387774,-0.3526193979387774,0.18938078444443543
Bihar,West Champaran,2025-06,296,1808.0,573.0,0.00031118878559785365,2381.0,2304.6666666666665,13957.23076923077,0.013908197384271707,0.24065518689626209,2025-06-01,-0.3245292282466321,-0.3245292282466321,0.1955705366719793
Bihar,West Champaran,2025-07,101,764.0,31.0,0.0003045103148560049,795.0,1518.3333333333333,13957.23076923077,0.009162834695596995,0.0389937106918239,2025-07-01,-0.36899131320845086,-0.36899131320845086,0.18577318434375123
Bihar,West Champaran,2025-08,389,2261.0,484.0,0.00027299142210232037,2745.0,1973.6666666666667,13957.23076923077,0.011910679304638816,0.17632058287795993,2025-08-01,-0.31432481530457534,-0.31432481530457534,0.19781910933747426
Bihar,West Champaran,2025-09,368,3736.0,715.0,0.00046791398876754124,4451.0,2663.6666666666665,13957.23076923077,0.0160746898029672,0.1606380588631768,2025-09-01,-0.2664986381640566,-0.2664986381640566,0.20835774935762377
Bihar,West Champaran,2025-10,327,1500.0,744.0,0.0002654797215018344,2244.0,3146.6666666666665,13957.23076923077,0.018989497151797066,0.3315508021390374,2025-10-01,-0.328369900150648,-0.328369900150648,0.19472423322370236
Bihar,West Champaran,2025-11,251,983.0,558.0,0.00023751178889224716,1541.0,2745.3333333333335,13957.23076923077,0.01656753162523312,0.3621025308241402,2025-11-01,-0.34807787349753233,-0.34807787349753233,0.19038152282852938
Bihar,West Champaran,2025-12,279,1323.0,615.0,0.00026872360861695946,1938.0,1907.6666666666667,13957.23076923077,0.011512382648276972,0.3173374613003096,2025-12-01,-0.33694833520633305,-0.33694833520633305,0.19283394960930272
Bihar,West Champaran,NaT,5726,22719.0,3738.0,0.00017874977635164716,26457.0,9978.666666666666,13957.23076923077,0.06021923588307171,0.14128586007483843,,0.3504197992065504,0.3504197992065504,0.34429755726114675
Chandigarh,Chandigarh,2025-01,136,23306.0,58983.0,0.023407720858469892,82289.0,82289.0,7039.2307692307695,0.9846424742483383,0.7167786702961514,2025-01-01,3.3235166601078343,3.3235166601078343,0.9994282709290405
Chandigarh,Chandigarh,2025-02,20,132.0,180.0,0.000603504971178769,312.0,41300.5,7039.2307692307695,0.4941878806121534,0.5769230769230769,2025-02-01,-0.2971180345997182,-0.2971180345997182,0.2016106745136195
Chandigarh,Chandigarh,2025-03,15,253.0,157.0,0.0010574232400995525,410.0,27670.333333333332,7039.2307692307695,0.33109389440398596,0.3829268292682927,2025-03-01,-0.29278972055942226,-0.29278972055942226,0.2025644313533271
Chandigarh,Chandigarh,2025-04,34,221.0,273.0,0.000562087963352775,494.0,405.3333333333333,7039.2307692307695,0.004850082225189998,0.5526315789473685,2025-04-01,-0.28907973709631146,-0.28907973709631146,0.20338193721593367
Chandigarh,Chandigarh,2025-05,39,204.0,232.0,0.00043249205692627097,436.0,446.6666666666667,7039.2307692307695,0.005344662978416611,0.5321100917431193,2025-05-01,-0.29164139234464986,-0.29164139234464986,0.20281746888222912
Chandigarh,Chandigarh,2025-06,35,139.0,148.0,0.0003172269720298657,287.0,405.6666666666667,7039.2307692307695,0.004854070779651503,0.5156794425087108,2025-06-01,-0.29822219634469166,-0.29822219634469166,0.20136736919736758
Chandigarh,Chandigarh,2025-07,16,48.0,61.0,0.0002635498471894464,109.0,277.3333333333333,7039.2307692307695,0.0033184773119721038,0.5596330275229358,2025-07-01,-0.30608382796890266,-0.30608382796890266,0.19963503534565372
Chandigarh,Chandigarh,2025-08,45,467.0,130.0,0.000513237133609295,597.0,331.0,7039.2307692307695,0.003960634580274398,0.21775544388609716,2025-08-01,-0.2845305907070208,-0.2845305907070208,0.20438435511889166
Chandigarh,Chandigarh,2025-09,46,241.0,269.0,0.00042891239590464353,510.0,405.3333333333333,7039.2307692307695,0.004850082225189998,0.5274509803921569,2025-09-01,-0.28837307357952846,-0.28837307357952846,0.2035376526183349
Chandigarh,Chandigarh,2025-10,48,165.0,308.0,0.00038122042116393927,473.0,526.6666666666666,7039.2307692307695,0.006301916049177794,0.6511627906976745,2025-10-01,-0.29000723296208913,-0.29000723296208913,0.20317756075028204
Chandigarh,Chandigarh,2025-11,47,35.0,278.0,0.00025763373701439543,313.0,432.0,7039.2307692307695,0.005169166582110393,0.8881789137380192,2025-11-01,-0.29707386812991926,-0.29707386812991926,0.2016204067262696
Chandigarh,Chandigarh,2025-12,36,322.0,230.0,0.0005931886468851148,552.0,446.0,7039.2307692307695,0.0053366858694936,0.4166666666666667,2025-12-01,-0.28651808184797306,-0.28651808184797306,0.20394640554963814
Chandigarh,Chandigarh,NaT,692,3141.0,1587.0,0.0002643185400671798,4728.0,1864.3333333333333,7039.2307692307695,0.022307985103197092,0.3356598984771574,,-0.10207890396760735,-0.10207890396760735,0.24458812557636272
Chandigarh,Rupnagar,NaT,1,2.0,1.0,0.00011605864830360942,3.0,3.0,3.0,0.08422906587053455,0.3333333333333333,,0.0,0.0,0.26708151490591925
Chhattisgarh,Balod,2025-01,17,9340.0,45784.0,0.12544346919780716,55124.0,55124.0,5161.615384615385,0.8995329332143411,0.8305638197518322,2025-01-01,3.3121073538031203,3.3121073538031203,0.9969141964364938
Chhattisgarh,Balod,2025-02,35,123.0,253.0,0.00041560049297292514,376.0,27750.0,5161.615384615385,0.45283431711591987,0.6728723404255319,2025-02-01,-0.3172481063479349,-0.3172481063479349,0.197174953483462
Chhattisgarh,Balod,2025-03,23,175.0,246.0,0.0007081259555915879,421.0,18640.333333333332,5161.615384615385,0.30417955372299527,0.5843230403800475,2025-03-01,-0.3142649654896972,-0.3142649654896972,0.19783229742174077
Chhattisgarh,Balod,2025-04,13,318.0,368.0,0.0020414418650327197,686.0,494.3333333333333,5161.615384615385,0.008066706213608518,0.5364431486880467,2025-04-01,-0.2966975804356307,-0.2966975804356307,0.20170332283604914
Chhattisgarh,Balod,2025-05,14,86.0,81.0,0.0004614712920643518,167.0,424.6666666666667,5161.615384615385,0.006929860900969153,0.48502994011976047,2025-05-01,-0.3311031383339722,-0.3311031383339722,0.1941219560812339
Chhattisgarh,Balod,2025-06,24,213.0,282.0,0.0007979032070873148,495.0,449.3333333333333,5161.615384615385,0.007332380293961081,0.5696969696969697,2025-06-01,-0.30935935607837295,-0.30935935607837295,0.19891326300913253
Chhattisgarh,Balod,2025-07,1,7.0,1.0,0.00030948972880962515,8.0,223.33333333333334,5161.615384615385,0.00364443234195395,0.125,2025-07-01,-0.34164356936641205,-0.34164356936641205,0.1917993408326489
Chhattisgarh,Balod,2025-08,49,844.0,309.0,0.0009103103502997392,1153.0,552.0,5161.615384615385,0.009007731281008569,0.26799653078924546,2025-08-01,-0.26573920752903063,-0.26573920752903063,0.20852509215107554
